lemma	rank	occurrences
preso	1653	155
tranquilamente	1654	155
torpe	1655	155
feroz	1656	155
honrar	1657	155
publicar	1658	155
feacio	1659	155
gota	1660	154
susurrar	1661	154
ordinario	1662	154
hundir	1663	154
bronce	1664	154
preocupacion	1665	154
carruaje	1666	154
llegado	1667	154
huevo	1668	154
caida	1669	154
apariencia	1670	154
explicacion	1671	153
barro	1672	153
angel	1673	153
terreno	1674	153
tela	1675	153
sobrina	1676	153
energia	1677	153
resplandor	1678	153
ira	1679	153
abundante	1680	153
dignidad	1681	153
patrona	1682	153
girar	1683	152
clavar	1684	152
avisar	1685	152
pelear	1686	152
desgraciado	1687	152
nuevamente	1688	152
obrero	1689	152
manto	1690	152
ternura	1691	152
fruto	1692	152
billete	1693	151
ceder	1694	151
mancha	1695	151
reposo	1696	151
fiera	1697	151
lucir	1698	151
alcalde	1699	151
insula	1700	151
passado	1701	151
banda	1702	150
campana	1703	150
armar	1704	150
ahogar	1705	150
doblar	1706	150
familiar	1707	150
comedia	1708	150
campesino	1709	150
ansia	1710	150
ansiedad	1711	150
sois	1712	150
pescador	1713	150
paisaje	1714	150
probablemente	1715	149
provecho	1716	149
desprecio	1717	149
brotar	1718	149
triunfo	1719	149
nacion	1720	149
todos	1721	148
doble	1722	148
quemar	1723	148
ausente	1724	148
discrecion	1725	148
caliente	1726	147
adelantar	1727	147
flaco	1728	147
muchedumbre	1729	147
vues	1730	147
chimenea	1731	146
esquina	1732	146
anochecer	1733	146
disposicion	1734	146
infierno	1735	146
cuidadosamente	1736	146
ademan	1737	146
hidalgo	1738	146
moneda	1739	145
genio	1740	145
cercano	1741	145
metido	1742	145
llanura	1743	145
platica	1744	145
compasion	1745	145
passar	1746	145
colina	1747	144
borracho	1748	144
emperador	1749	144
vulgar	1750	144
bolsa	1751	144
niebla	1752	144
fiebre	1753	144
reverencia	1754	144
indicar	1755	144
repentino	1756	144
fruta	1757	144
marques	1758	144
carretera	1759	144
contentamiento	1760	144
desayuno	1761	143
esparcir	1762	143
gorra	1763	143
deshacer	1764	143
posicion	1765	143
armado	1766	143
amplio	1767	143
sujetar	1768	143
prisionero	1769	143
tema	1770	143
argumento	1771	143
cabra	1772	143
pastel	1773	142
consideracion	1774	142
sed	1775	142
primavera	1776	142
habitar	1777	142
aumentar	1778	142
parecido	1779	142
vision	1780	142
talento	1781	142
desesperacion	1782	142
porcion	1783	142
legua	1784	142
destruir	1785	142
victima	1786	142
amenazar	1787	141
profesor	1788	141
manjar	1789	141
pintura	1790	141
origen	1791	141
ingenioso	1792	141
confusion	1793	141
almohada	1794	141
barraca	1795	141
nosotras	1796	141
quando	1797	141
elegir	1798	140
cobarde	1799	140
romantico	1800	140
magico	1801	140
soberano	1802	140
escoger	1803	140
apacible	1804	140
fumar	1805	139
sagrado	1806	139
lobo	1807	139
fantasia	1808	139
pleno	1809	139
tarea	1810	139
combate	1811	139
premio	1812	139
invisible	1813	139
monstruo	1814	139
devorar	1815	139
lector	1816	138
diligencia	1817	138
lenguaje	1818	138
llano	1819	138
desden	1820	138
regalar	1821	138
ofender	1822	138
obstante	1823	138
castigo	1824	138
se	1825	138
uida	1826	138
mula	1827	137
credito	1828	137
castigar	1829	137
deleite	1830	137
fuertemente	1831	137
paramo	1832	137
oscuridad	1833	136
atento	1834	136
llover	1835	136
pantalon	1836	136
millon	1837	136
encaminar	1838	136
moderno	1839	136
afecto	1840	136
severo	1841	136
oso	1842	136
porvenir	1843	136
admirado	1844	136
desta	1845	136
bruja	1846	135
masa	1847	135
especial	1848	135
huerto	1849	135
fortaleza	1850	135
numeroso	1851	135
osar	1852	135
inventar	1853	134
devolver	1854	134
inferior	1855	134
bebe	1856	134
comentar	1857	134
nadar	1858	134
individuo	1859	134
cinta	1860	134
barbaro	1861	134
posar	1862	134
insistir	1863	134
religion	1864	134
notable	1865	134
horror	1866	134
resonar	1867	134
percibir	1868	134
armario	1869	133
hueco	1870	133
infantil	1871	133
diferencia	1872	133
manta	1873	133
solemne	1874	133
indiferencia	1875	133
subitamente	1876	133
consistir	1877	133
xvi	1878	133
respondar	1879	133
raiz	1880	132
olvidado	1881	132
modos	1882	132
distinguir	1883	132
hagar	1884	132
podrar	1885	132
compuesto	1886	132
reinar	1887	132
pausa	1888	132
sobrino	1889	132
provincia	1890	132
porquerizo	1891	132
seas	1892	131
manzana	1893	131
paciente	1894	131
culpable	1895	131
vagon	1896	131
rabia	1897	131
guapo	1898	131
dulzura	1899	131
influencia	1900	131
comico	1901	131
imponer	1902	131
recobrar	1903	131
disimular	1904	131
rendir	1905	130
apagar	1906	130
marinero	1907	130
moda	1908	130
abundancia	1909	130
crueldad	1910	130
acoger	1911	130
juramento	1912	129
vigilar	1913	129
baston	1914	129
tragico	1915	129
estallar	1916	129
divertido	1917	129
indignacion	1918	129
camarada	1919	129
aquello	1920	129
remediar	1921	129
deziar	1922	129
directamente	1923	128
charlar	1924	128
protestar	1925	128
librar	1926	128
aviso	1927	128
convencido	1928	128
adornado	1929	128
humanidad	1930	128
posesion	1931	128
abismo	1932	128
selva	1933	128
fantasma	1934	127
discutir	1935	127
apoderar	1936	127
oler	1937	127
quejar	1938	127
toro	1939	127
empleado	1940	127
presa	1941	127
conducta	1942	127
fatigado	1943	127
otra	1944	127
ventero	1945	127
esta	1946	127
secretario	1947	127
dezir	1948	127
cima	1949	126
cortado	1950	126
ven	1951	126
lectura	1952	126
vagabundo	1953	126
tragar	1954	126
intento	1955	126
industria	1956	126
caza	1957	126
turbado	1958	126
malicia	1959	126
vientre	1960	126
agradar	1961	126
musico	1962	126
marmol	1963	126
terriblemente	1964	125
cuero	1965	125
constantemente	1966	125
vara	1967	125
vapor	1968	125
resultado	1969	125
difunto	1970	125
flecha	1971	125
alivio	1972	125
digar	1973	125
consecuencia	1974	125
circulo	1975	125
carecer	1976	125
suma	1977	125
morado	1978	125
convoy	1979	125
diversion	1980	124
presumir	1981	124
cerdo	1982	124
estupido	1983	124
cansancio	1984	124
ciento	1985	124
estrechar	1986	124
escandalo	1987	124
apuntar	1988	124
reunion	1989	124
retroceder	1990	124
facilidad	1991	124
apartado	1992	124
impaciencia	1993	124
rudo	1994	124
nieto	1995	124
descubierto	1996	124
vicio	1997	124
automovil	1998	124
avnque	1999	124
tumba	2000	123
acostumbrar	2001	123
correcto	2002	123
podiar	2003	123
dejame	2004	123
elevar	2005	123
navegar	2006	123
reflexionar	2007	123
estrepito	2008	123
rucio	2009	123
articulo	2010	123
estauan	2011	123
parado	2012	122
codo	2013	122
despreciar	2014	122
convento	2015	122
bondadoso	2016	122
portal	2017	122
regocijo	2018	122
politico	2019	122
obligacion	2020	122
solas	2021	122
filosofo	2022	122
medicina	2023	121
almuerzo	2024	121
reparar	2025	121
cautivo	2026	121
leve	2027	121
vejez	2028	121
determinado	2029	121
tempestad	2030	121
aficion	2031	121
adorar	2032	121
dizes	2033	121
pago	2034	120
averiguar	2035	120
limpiar	2036	120
velo	2037	120
cementerio	2038	120
xviii	2039	120
simpatico	2040	120
bruscamente	2041	120
gravedad	2042	120
visitante	2043	120
red	2044	120
indiferente	2045	120
pagina	2046	120
olvido	2047	120
anima	2048	120
pupila	2049	120
aqueo	2050	120
ceniza	2051	119
dominar	2052	119
ruego	2053	119
texto	2054	119
hotel	2055	119
hospital	2056	119
serenidad	2057	119
juntamente	2058	119
femenino	2059	119
drama	2060	119
columna	2061	119
callado	2062	118
alfombra	2063	118
suficientemente	2064	118
bote	2065	118
canal	2066	118
firmeza	2067	118
abandonado	2068	118
privado	2069	118
oponer	2070	118
pretexto	2071	118
recio	2072	118
heroico	2073	118
auiir	2074	118
principalmente	2075	117
casualidad	2076	117
serpiente	2077	117
paloma	2078	117
sugerir	2079	117
imprenta	2080	117
agravio	2081	117
robusto	2082	117
proporcionar	2083	117
suelto	2084	117
complacer	2085	116
er	2086	116
prenda	2087	116
fugitivo	2088	116
bulto	2089	116
elevado	2090	116
naturalmente	2091	116
afligido	2092	116
rechazar	2093	116
ruso	2094	116
je	2095	116
sabroso	2096	116
enamorar	2097	115
construir	2098	115
rara	2099	115
encerrado	2100	115
chiquillo	2101	115
sollozo	2102	115
violencia	2103	115
confundir	2104	115
aproximar	2105	115
lumbre	2106	115
dizeir	2107	115
consumir	2108	114
sierra	2109	114
gasto	2110	114
sudor	2111	114
atentamente	2112	114
defensa	2113	114
manga	2114	114
venido	2115	114
material	2116	114
hada	2117	114
observacion	2118	114
playa	2119	114
queso	2120	114
obscuridad	2121	114
pesadumbre	2122	114
bruto	2123	114
modelo	2124	114
mentir	2125	113
colgado	2126	113
iluminar	2127	113
barquero	2128	113
disparate	2129	113
bandera	2130	113
soberbio	2131	113
requerir	2132	113
quisierir	2133	113
testimonio	2134	113
trasladar	2135	113
ciudadano	2136	113
non	2137	113
petirrojo	2138	113
once	2139	112
region	2140	112
arbusto	2141	112
espiritual	2142	112
morder	2143	112
u	2144	112
detalle	2145	112
domestico	2146	112
recurso	2147	112
perdida	2148	112
acomodar	2149	112
capricho	2150	112
instruccion	2151	112
ruina	2152	112
reposar	2153	112
galan	2154	112
escritor	2155	112
seguida	2156	112
ideal	2157	112
enterrar	2158	111
atrapar	2159	111
colocado	2160	111
balsa	2161	111
trecho	2162	111
embarcacion	2163	111
pisar	2164	111
discurrir	2165	111
borrar	2166	111
atreveir	2167	111
enfrente	2168	111
diario	2169	111
elegancia	2170	111
temperamento	2171	111
tiniebla	2172	111
uniforme	2173	111
aparato	2174	111
rustico	2175	111
sutil	2176	111
virtuoso	2177	111
toque	2178	110
derribar	2179	110
animado	2180	110
enteramente	2181	110
guarda	2182	110
celoso	2183	110
desventura	2184	110
invencion	2185	110
jaula	2186	110
artistico	2187	110
diamante	2188	109
funcionar	2189	109
manejar	2190	109
convencer	2191	109
ceja	2192	109
xix	2193	109
lujo	2194	109
procesion	2195	109
particularmente	2196	109
despacho	2197	109
camara	2198	109
tunica	2199	109
exponer	2200	109
anhelo	2201	109
alcoba	2202	109
mesma	2203	109
pendiente	2204	108
condenado	2205	108
renunciar	2206	108
repartir	2207	108
gravemente	2208	108
director	2209	108
sonoro	2210	108
juvenil	2211	108
conquistar	2212	108
egoista	2213	108
fisico	2214	108
entrevista	2215	108
romance	2216	108
hazer	2217	108
cazar	2218	107
gemido	2219	107
cigarro	2220	107
anda	2221	107
ataque	2222	107
impreso	2223	107
fantastico	2224	107
nobleza	2225	107
sabor	2226	107
penoso	2227	107
faz	2228	107
franco	2229	107
transcurrir	2230	107
coleccion	2231	107
rublo	2232	107
respetar	2233	106
alcance	2234	106
estorbar	2235	106
condenar	2236	106
describir	2237	106
jornada	2238	106
funcion	2239	106
asombrar	2240	106
visible	2241	106
gratitud	2242	106
escaso	2243	106
ja	2244	106
melancolia	2245	106
vuelo	2246	106
muger	2247	106
corral	2248	105
incorporar	2249	105
quinto	2250	105
preparado	2251	105
calidad	2252	105
ceremonia	2253	105
arrebatar	2254	105
repentinamente	2255	105
desagradable	2256	105
parpado	2257	105
orador	2258	105
ornamento	2259	105
prima	2260	105
espantar	2261	104
encantar	2262	104
fruncir	2263	104
popular	2264	104
sillon	2265	104
suplicir	2266	104
ejercer	2267	104
rigor	2268	104
citar	2269	104
recebir	2270	104
mezclar	2271	103
escopeta	2272	103
apropiado	2273	103
infancia	2274	103
amenaza	2275	103
apreciar	2276	103
infortunio	2277	103
teneis	2278	103
melancolico	2279	102
deuda	2280	102
cortes	2281	102
danza	2282	102
jinete	2283	102
burgues	2284	102
asimismo	2285	102
bajel	2286	102
sentimental	2287	102
entendido	2288	101
regreso	2289	101
coser	2290	101
tragedia	2291	101
cavar	2292	101
introducir	2293	101
coro	2294	101
formado	2295	101
aparicion	2296	101
lomo	2297	101
establecer	2298	101
conmover	2299	101
aceite	2300	101
cumbre	2301	101
bordado	2302	101
descuido	2303	101
presenciar	2304	101
cobre	2305	101
vos	2306	101
ea	2307	101
monja	2308	101
plantar	2309	100
despierto	2310	100
despecho	2311	100
izquierda	2312	100
piano	2313	100
queja	2314	100
elemento	2315	100
circo	2316	100
alabar	2317	100
garra	2318	100
prision	2319	100
caido	2320	100
vo	2321	100
transformar	2322	100
romano	2323	100
fingido	2324	100
revolucion	2325	100
butaca	2326	100
debido	2327	99
inclinado	2328	99
frecuencia	2329	99
pelea	2330	99
avergonzado	2331	99
atormentar	2332	99
so	2333	99
ambiente	2334	99
aplaudir	2335	99
podia	2336	99
parir	2337	99
sopa	2338	99
mire	2339	99
historico	2340	99
ansios	2341	99
delicioso	2342	99
incapaz	2343	99
intenso	2344	99
humildad	2345	99
caridad	2346	99
victoria	2347	99
caro	2348	99
hembra	2349	99
huerta	2350	99
estremo	2351	99
ponto	2352	99
contado	2353	98
despacio	2354	98
crudo	2355	98
apuesto	2356	98
exacto	2357	98
chaqueta	2358	98
rana	2359	98
parroco	2360	98
collar	2361	98
novedad	2362	98
aplicar	2363	98
crear	2364	98
luto	2365	98
silbar	2366	98
perecer	2367	98
altar	2368	98
afan	2369	98
seren	2370	98
metro	2371	97
generalmente	2372	97
respiracion	2373	97
razonable	2374	97
ministro	2375	97
guant	2376	97
malhumorado	2377	97
verter	2378	97
enojado	2379	97
enfermera	2380	97
comentario	2381	97
construido	2382	97
marino	2383	97
sra	2384	97
dragon	2385	97
prudencia	2386	97
hado	2387	97
limosna	2388	97
impetu	2389	97
mirad	2390	97
tomo	2391	97
encarnado	2392	97
gabinete	2393	97
preocupado	2394	96
limite	2395	96
superficie	2396	96
tranquilidad	2397	96
lastimar	2398	96
pozo	2399	96
nacimiento	2400	96
constante	2401	96
comodidad	2402	96
rienda	2403	96
iluminado	2404	96
forzar	2405	96
tristemente	2406	96
esto	2407	96
paquete	2408	96
sepultura	2409	96
supremo	2410	96
aquella	2411	96
presidente	2412	96
renta	2413	96
prender	2414	96
galeria	2415	96
boticario	2416	96
forrado	2417	96
trasero	2418	95
accidente	2419	95
trazar	2420	95
brisa	2421	95
agitado	2422	95
signo	2423	95
boton	2424	95
sesenta	2425	95
un	2426	95
disputa	2427	95
rumbo	2428	95
escalon	2429	95
sufrimiento	2430	95
burro	2431	95
dibujar	2432	95
habitante	2433	95
ansioso	2434	95
cuerno	2435	95
secar	2436	95
temblor	2437	95
grato	2438	95
malvado	2439	95
fatal	2440	95
media	2441	94
trapo	2442	94
solido	2443	94
sobresalto	2444	94
azot	2445	94
pasajero	2446	94
tormenta	2447	94
adornar	2448	94
escenario	2449	94
apretado	2450	94
ganancia	2451	94
oficina	2452	94
acusar	2453	94
sastre	2454	94
convertido	2455	94
remordimiento	2456	94
estatura	2457	94
adorno	2458	94
cerveza	2459	94
barrio	2460	94
forzado	2461	94
guia	2462	94
grandisimo	2463	94
amargura	2464	94
suspenso	2465	94
alargar	2466	94
grosero	2467	94
maduro	2468	93
exterior	2469	93
esforzar	2470	93
persuadir	2471	93
concierto	2472	93
enano	2473	93
artificio	2474	93
majestuoso	2475	93
manos	2476	93
leyenda	2477	93
rasgo	2478	93
profesion	2479	93
ambicion	2480	93
traducir	2481	93
sospiro	2482	93
crees	2483	92
soplo	2484	92
unido	2485	92
monstruoso	2486	92
alumbrar	2487	92
meditar	2488	92
intervenir	2489	92
conversar	2490	92
ladrar	2491	92
mosca	2492	92
des	2493	92
levantado	2494	92
mediodia	2495	92
regla	2496	92
apresuradamente	2497	92
cuervo	2498	92
evidente	2499	92
elogio	2500	92
acontecer	2501	92
servidor	2502	92
mistico	2503	92
operacion	2504	92
beldad	2505	92
honestidad	2506	92
avenida	2507	92
estaua	2508	92
lugubre	2509	91
decidido	2510	91
velocidad	2511	91
muchisimo	2512	91
casco	2513	91
lana	2514	91
caricia	2515	91
traicion	2516	91
reves	2517	91
modesto	2518	91
yelmo	2519	91
asir	2520	91
aspirar	2521	91
ventanilla	2522	91
delito	2523	91
mancebo	2524	91
casta	2525	91
xxiv	2526	91
portar	2527	90
brillo	2528	90
tremendo	2529	90
abogado	2530	90
calentar	2531	90
bendito	2532	90
helado	2533	90
muelle	2534	90
merito	2535	90
maldad	2536	90
solicitar	2537	90
seras	2538	90
vasallo	2539	90
distraido	2540	90
aficionado	2541	90
indignado	2542	90
protector	2543	90
perfume	2544	90
lienzo	2545	90
quereis	2546	90
decis	2547	90
sayo	2548	90
trigo	2549	90
sustentar	2550	90
vivamente	2551	90
xx	2552	90
personal	2553	89
trepar	2554	89
pino	2555	89
farol	2556	89
proteccion	2557	89
echado	2558	89
cubierta	2559	89
cumplido	2560	89
tendrar	2561	89
tercer	2562	89
discusion	2563	89
serie	2564	89
obstaculo	2565	89
reflexion	2566	89
venida	2567	89
dominio	2568	89
turbar	2569	89
dicha	2570	89
inconveniente	2571	89
sincero	2572	89
desdicha	2573	89
honbr	2574	89
pasaje	2575	88
rendido	2576	88
refugio	2577	88
declaracion	2578	88
provocar	2579	88
anoche	2580	88
sobrar	2581	88
nervio	2582	88
vidrio	2583	88
vestibulo	2584	88
infundir	2585	88
entretenimiento	2586	88
confesion	2587	88
flaqueza	2588	88
consiguiente	2589	88
xv	2590	88
dolares	2591	87
equivocar	2592	87
descuidado	2593	87
sollozar	2594	87
fabrica	2595	87
chocar	2596	87
muslo	2597	87
velar	2598	87
molino	2599	87
aborrecer	2600	87
cocinera	2601	87
vigor	2602	87
eco	2603	87
vestidura	2604	87
participar	2605	87
terminado	2606	87
encargo	2607	87
guardado	2608	87
actividad	2609	87
miel	2610	87
voto	2611	87
licenciado	2612	87
sosiego	2613	87
fabula	2614	87
inclinacion	2615	87
traza	2616	87
padrino	2617	87
fisonomia	2618	87
literario	2619	87
frecuente	2620	87
parque	2621	87
auia	2622	87
deue	2623	87
alimento	2624	86
asesinato	2625	86
relampago	2626	86
huella	2627	86
calculo	2628	86
bocado	2629	86
quebrar	2630	86
regazo	2631	86
decirme	2632	86
sabana	2633	86
asesino	2634	86
topar	2635	86
dame	2636	86
tomado	2637	86
impaciente	2638	86
insignificante	2639	86
complacido	2640	86
atonito	2641	86
egoismo	2642	86
habil	2643	86
socorro	2644	86
primitivo	2645	86
civil	2646	86
copla	2647	86
maternal	2648	86
refran	2649	86
filosofia	2650	86
capellan	2651	86
pipa	2652	85
aguja	2653	85
poquito	2654	85
ladrillo	2655	85
veniar	2656	85
aplauso	2657	85
ve	2658	85
maleta	2659	85
mezclado	2660	85
delantal	2661	85
tembloros	2662	85
favorecer	2663	85
invitado	2664	85
progreso	2665	85
condesa	2666	85
obispo	2667	85
remoto	2668	85
rabioso	2669	85
tranquilizar	2670	85
vereis	2671	85
auctor	2672	85
alfiler	2673	84
lampara	2674	84
inesperado	2675	84
rastro	2676	84
aparejo	2677	84
rigido	2678	84
susurro	2679	84
distinguido	2680	84
sermon	2681	84
fuga	2682	84
siniestro	2683	84
irritado	2684	84
interrogar	2685	84
sabiduria	2686	84
acero	2687	84
saludo	2688	84
establo	2689	84
amparo	2690	84
solicitud	2691	84
igualar	2692	84
ninfa	2693	84
reciente	2694	84
anden	2695	84
lamento	2696	83
marcar	2697	83
habitual	2698	83
trueno	2699	83
idioma	2700	83
temporada	2701	83
murmullo	2702	83
hayas	2703	83
interesado	2704	83
molestia	2705	83
torcer	2706	83
enojar	2707	83
misero	2708	83
educacion	2709	83
agonia	2710	83
electrico	2711	83
in	2712	83
atribuir	2713	83
obrar	2714	83
contacto	2715	83
acontecimiento	2716	83
desorden	2717	83
posada	2718	83
holgar	2719	83
golfo	2720	83
expreso	2721	83
pintoresco	2722	83
alumno	2723	83
efectivamente	2724	82
trance	2725	82
firmemente	2726	82
calabaza	2727	82
cera	2728	82
decision	2729	82
veloz	2730	82
conveniente	2731	82
carbon	2732	82
conferencia	2733	82
minimo	2734	82
concebir	2735	82
practico	2736	82
aprobar	2737	82
agitacion	2738	82
alterar	2739	82
compas	2740	82
periodo	2741	82
audaz	2742	82
generacion	2743	82
conmovido	2744	82
culto	2745	82
talle	2746	82
repetido	2747	82
paje	2748	82
jumento	2749	82
buey	2750	82
divan	2751	82
caprichoso	2752	81
mezquino	2753	81
alboroto	2754	81
lista	2755	81
tapa	2756	81
silenciosamente	2757	81
hambriento	2758	81
extendido	2759	81
gorro	2760	81
cambiado	2761	81
proyecto	2762	81
reanudar	2763	81
trabajador	2764	81
bendicion	2765	81
fiar	2766	81
confiado	2767	81
cintura	2768	81
vivienda	2769	81
metal	2770	81
dialogo	2771	81
auxilio	2772	81
har	2773	81
indignar	2774	81
travesura	2775	81
art	2776	81
ramo	2777	81
frescura	2778	81
espina	2779	81
puerco	2780	81
canasta	2781	81
politica	2782	81
